Country_code,Region_name,Country,Country (CN),IATA,Airport,Latitude,Longitude
PG,Central,Papua New Guinea,巴布亞紐幾內亞,SPH,Sopu ,-8.3038,147.166
PG,Central,Papua New Guinea,巴布亞紐幾內亞,TEO,Terapo ,-8.16972,146.194
PG,Central,Papua New Guinea,巴布亞紐幾內亞,TPI,Tapini ,-8.35667,146.989
PG,Central,Papua New Guinea,巴布亞紐幾內亞,WTP,Woitape ,-8.54583,147.253
PG,Chimbu,Papua New Guinea,巴布亞紐幾內亞,CMU,Chimbu ,-6.02429,144.971
PG,Chimbu,Papua New Guinea,巴布亞紐幾內亞,KMR,Karimui ,-6.4921,144.823
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,BOQ,Boku ,-6.5427,155.342
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,BOV,Boang Island ,-3.3834,153.281
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,CPI,Cape Orford ,-5.44833,152.082
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,DOS,Dios ,-5.5609,154.962
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,GOE,Gonaili Airstrip,-5.52772,151.573
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,IUS,Inus ,-5.7568,155.15
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,JAQ,Jacquinot Bay ,-5.6525,151.507
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,KAF,Karato ,-6.2655,155.305
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,KJU,Kamiraba ,-3.1995,151.908
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,KTK,Kunua ,-5.7828,154.74
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,KWV,Kurwina ,-5.965,155.36
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,KXR,Karoola ,-5.1431,154.593
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,LHP,Lehu ,-6.52749,155.712
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,LMG,Lamassa ,-4.7,152.75
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,MFO,Manguna ,-5.57778,151.792
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,MGP,Manga ,-4.147,153.019
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,MKN,Malekolon ,-4.02343,153.657
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,MVI,Manetai ,-6.12,155.39
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,NUG,Nuguria Airstrip,-3.4075,154.738
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,OPB,Open Bay ,-4.79473,151.696
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,OTY,Oria ,-6.57761,155.771
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,RAA,Rakanda ,-4.2096,152.439
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,RAB,Rabaul  (Tokua ),-4.34046,152.38
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,RAW,Arawa ,-6.22056,155.571
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,SBV,Sabah ,-5.5765,155.049
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,SMP,Stockholm ,-4.358,151.533
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,SWR,Silur ,-4.52989,153.054
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,TLO,Tol ,-4.98083,152.01
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,TOK,Torokina ,-6.2015,155.063
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,TON,Tonu ,-6.6552,155.433
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,UBI,Buin ,-6.72917,155.683
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,ULE,Sule ,-4.97472,151.297
PG,East New Britain,Papua New Guinea,巴布亞紐幾內亞,WKN,Wakunai ,-5.8603,155.222
PG,East Sepik,Papua New Guinea,巴布亞紐幾內亞,AGG,Angoram ,-4.05583,144.074
PG,East Sepik,Papua New Guinea,巴布亞紐幾內亞,WWK,Wewak ,-3.58383,143.669
PG,Eastern Highlands,Papua New Guinea,巴布亞紐幾內亞,ADC,Andakombe ,-7.13722,145.745
PG,Eastern Highlands,Papua New Guinea,巴布亞紐幾內亞,AON,Arona ,-6.25,145.967
PG,Eastern Highlands,Papua New Guinea,巴布亞紐幾內亞,AYU,Aiyura ,-6.33806,145.904
PG,Eastern Highlands,Papua New Guinea,巴布亞紐幾內亞,BNT,Bundi ,-5.74222,145.227
PG,Eastern Highlands,Papua New Guinea,巴布亞紐幾內亞,BRH,Brahman ,-5.7,145.367
PG,Eastern Highlands,Papua New Guinea,巴布亞紐幾內亞,DPU,Dumpu ,-5.858,145.705
PG,Eastern Highlands,Papua New Guinea,巴布亞紐幾內亞,GKA,Goroka ,-6.08169,145.392
PG,Eastern Highlands,Papua New Guinea,巴布亞紐幾內亞,HOC,Komako ,-7.3984,145.883
PG,Eastern Highlands,Papua New Guinea,巴布亞紐幾內亞,KEG,Keglsugl ,-5.83278,145.097
PG,Eastern Highlands,Papua New Guinea,巴布亞紐幾內亞,KQL,Kol ,-5.73117,144.846
PG,Eastern Highlands,Papua New Guinea,巴布亞紐幾內亞,MJJ,Moki ,-5.7181,145.24
PG,Eastern Highlands,Papua New Guinea,巴布亞紐幾內亞,MWG,Marawaka ,-6.9736,145.885
PG,Eastern Highlands,Papua New Guinea,巴布亞紐幾內亞,NBA,Nambaiyufa ,-6.2412,145.242
PG,Eastern Highlands,Papua New Guinea,巴布亞紐幾內亞,OML,Omkalai ,-6.179,144.96
PG,Eastern Highlands,Papua New Guinea,巴布亞紐幾內亞,TBQ,Tarabo ,-6.46667,145.532
PG,Eastern Highlands,Papua New Guinea,巴布亞紐幾內亞,UMC,Umba ,-7.0214,145.966
PG,Eastern Highlands,Papua New Guinea,巴布亞紐幾內亞,USO,Usino ,-5.5276,145.371
PG,Eastern Highlands,Papua New Guinea,巴布亞紐幾內亞,WOA,Wonenara ,-6.79686,145.892
PG,Enga,Papua New Guinea,巴布亞紐幾內亞,WBM,Wapenamanda ,-5.6433,143.895
PG,Gulf,Papua New Guinea,巴布亞紐幾內亞,AIE,Aiome ,-5.1457,144.731
PG,Gulf,Papua New Guinea,巴布亞紐幾內亞,IHU,Ihu ,-7.89756,145.396
PG,Gulf,Papua New Guinea,巴布亞紐幾內亞,KMA,Kerema ,-7.96361,145.771
PG,Gulf,Papua New Guinea,巴布亞紐幾內亞,KRI,Kikori ,-7.42438,144.25
PG,Gulf,Papua New Guinea,巴布亞紐幾內亞,KRJ,Karawari ,-4.59667,143.523
PG,Gulf,Papua New Guinea,巴布亞紐幾內亞,KUY,Kamusi ,-7.42035,143.122
PG,Gulf,Papua New Guinea,巴布亞紐幾內亞,SGK,Sangapi ,-5.12583,144.324
PG,Gulf,Papua New Guinea,巴布亞紐幾內亞,TDS,Sasereme ,-7.6217,142.868
PG,Gulf,Papua New Guinea,巴布亞紐幾內亞,VMU,Baimuru ,-7.49686,144.82
PG,Gulf,Papua New Guinea,巴布亞紐幾內亞,WAO,Wabo ,-6.98944,145.075
PG,Madang,Papua New Guinea,巴布亞紐幾內亞,AWR,Awar ,-4.124,144.853
PG,Madang,Papua New Guinea,巴布亞紐幾內亞,BIJ,Biliau ,-5.578,146.339
PG,Madang,Papua New Guinea,巴布亞紐幾內亞,DAF,Daup ,-4.7403,145.952
PG,Madang,Papua New Guinea,巴布亞紐幾內亞,HAZ,Hatzfeldthaven ,-4.4033,145.206
PG,Madang,Papua New Guinea,巴布亞紐幾內亞,ILX,Ileg ,-5.4917,145.802
PG,Madang,Papua New Guinea,巴布亞紐幾內亞,JOP,Josephstaal ,-4.74708,145.007
PG,Madang,Papua New Guinea,巴布亞紐幾內亞,KRX,Karkar ,-4.557,145.94
PG,Madang,Papua New Guinea,巴布亞紐幾內亞,MAG,Madang ,-5.20708,145.789
PG,Madang,Papua New Guinea,巴布亞紐幾內亞,NKN,Nankina ,-5.837,146.453
PG,Madang,Papua New Guinea,巴布亞紐幾內亞,SDI,Saidor ,-5.62714,146.463
PG,Madang,Papua New Guinea,巴布亞紐幾內亞,TUT,Tauta ,-5.8335,145.934
PG,Madang,Papua New Guinea,巴布亞紐幾內亞,WNU,Wanuma ,-4.8961,145.321
PG,Manus,Papua New Guinea,巴布亞紐幾內亞,MAS,Momote ,-2.06189,147.424
PG,Manus,Papua New Guinea,巴布亞紐幾內亞,MMV,Mal Island ,-1.39444,144.171
PG,Manus,Papua New Guinea,巴布亞紐幾內亞,MNP,Maron Island ,-1.5504,145.017
PG,Milne Bay,Papua New Guinea,巴布亞紐幾內亞,AUP,Agaun ,-9.93083,149.386
PG,Milne Bay,Papua New Guinea,巴布亞紐幾內亞,GUR,Gurney ,-10.3115,150.334
PG,Milne Bay,Papua New Guinea,巴布亞紐幾內亞,LSA,Losuia ,-8.50582,151.081
PG,Milne Bay,Papua New Guinea,巴布亞紐幾內亞,MIS,Misima Island ,-10.6892,152.838
PG,Milne Bay,Papua New Guinea,巴布亞紐幾內亞,SAM,Salamo ,-9.6701,150.79
PG,Milne Bay,Papua New Guinea,巴布亞紐幾內亞,VIV,Vivigani Airfield,-9.30333,150.319
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,AEK,Aseki ,-7.3508,146.194
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,AUV,Aumo ,-5.73111,148.445
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,BCP,Bambu ,-5.86361,146.492
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,BDZ,Baindoung ,-6.34722,146.942
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,BNV,Boana ,-6.433,146.825
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,BPD,Bapi ,-7.74361,147.021
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,BRP,Biaru ,-7.6693,146.759
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,BUL,Bulolo ,-7.21629,146.65
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,BWJ,Bawan ,-6.39694,146.882
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,BXZ,Bunsil ,-5.7243,147.867
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,DER,Derim ,-6.14472,147.107
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,DNU,Dinangat ,-6.1546,146.677
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,EGA,Engati ,-6.9179,146.105
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,FIN,Finschhafen ,-6.62175,147.854
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,GAP,Gusap ,-6.0532,145.959
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,GAR,Garaina ,-7.87563,147.141
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,GRL,Garasa ,-7.98071,147.213
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,GWN,Gnarowein ,-6.555,146.248
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,HNI,Heiweni ,-7.4223,146.428
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,HWA,Hawabango ,-7.39299,146.003
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,IDN,Indagen ,-6.22663,147.244
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,IMN,Imane ,-6.7524,146.107
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,KBM,Kabwum ,-6.15547,147.191
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,KEX,Kanabea ,-7.53889,145.905
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,KGB,Konge ,-6.2239,147.215
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,KIA,Kaiapit ,-6.275,146.27
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,KMF,Kamina ,-7.64925,145.957
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,KNL,Kelanoa ,-6.01,147.49
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,KOR,Kakoro ,-7.83467,146.533
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,KSB,Kasanombe ,-6.3819,146.986
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,KSG,Kisengam ,-6.362,146.71
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,KSX,Yasuru ,-6.6015,146.181
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,KYX,Yalumet ,-6.09,147.012
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,KZF,Kaintiba ,-7.50025,146.034
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,LAB,Lab Lab ,-5.7204,148.057
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,LAE,Lae Nadzab ,-6.5698,146.726
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,LNC,Lengbati ,-6.38461,147.369
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,LNM,Langimar ,-7.22314,146.227
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,LPN,Leron Plains ,-6.3917,146.343
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,LSJ,Long Island ,-5.3604,147.018
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,LWI,Lowai ,-6.3344,146.646
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,MBV,Masa ,-6.345,147.591
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,MPG,Makini ,-6.53222,147.651
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,MXK,Mindik ,-6.47167,147.441
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,MYX,Menyamya ,-7.21167,146.019
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,OBM,Morobe ,-7.74,147.59
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,OGE,Ogeramnang ,-6.46675,147.364
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,OSE,Omora ,-7.82778,147.081
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,PDI,Pindiu ,-6.44514,147.516
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,PGE,Yegepa ,-7.13444,146.156
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,SGB,Singaua ,-6.7,147.133
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,SMH,Sapmanga ,-6.07528,146.811
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,SMJ,Sim ,-7.75,146.927
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,SSS,Siassi ,-5.5965,147.811
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,SWE,Siwea ,-6.28464,147.581
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,SWG,Satwag ,-6.13956,147.279
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,SXA,Sialum ,-6.0908,147.596
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,TEP,Teptep ,-5.9553,146.559
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,TKB,Tekadu ,-7.6808,146.55
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,TSI,Tsile Tsile ,-6.8498,146.355
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,TSW,Tsewi ,-7.0695,146.127
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,TWY,Tawa ,-7.4463,146.107
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,WGU,Wagau ,-6.8519,146.802
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,WSU,Wasu ,-5.96171,147.198
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,WTT,Wantoat ,-6.1325,146.468
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,WUG,Wau ,-7.34556,146.719
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,YVD,Yeva ,-7.548,146.188
PG,Morobe,Papua New Guinea,巴布亞紐幾內亞,ZEN,Zenag ,-6.95222,146.616
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,AFR,Afore ,-9.14222,148.391
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,APP,Asapa ,-8.97917,148.104
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,ARP,Aragip ,-9.88333,149.483
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,AZB,Amazon Bay ,-10.2992,149.338
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,BAP,Baibara ,-10.3432,149.641
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,BNM,Bodinumu ,-9.10778,147.667
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,BPB,Boridi ,-9.13333,147.533
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,CPN,Cape Rodney ,-10.1798,148.379
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,CVL,Cape Vogel ,-9.67,150.02
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,DAO,Dabo ,-8.43194,147.843
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,DDM,Dodoima ,-8.17736,147.809
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,DOI,Doini Island ,-10.7009,150.722
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,DOO,Dorobisoro Airstrip,-9.46185,147.921
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,EIA,Popondetta ,-8.2,147.85
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,EMO,Emo ,-9.1234,148.042
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,EMS,Embessa ,-9.447,148.763
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,ESA,Esa'ala ,-9.87433,150.954
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,GEW,Gewoia ,-9.2263,148.495
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,GOC,Gora ,-9.0021,148.236
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,GRH,Garuahi ,-10.2251,150.488
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,IAU,Iaura ,-9.78333,148.1
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,IMA,Iamalele ,-9.5107,150.525
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,IOP,Ioma ,-8.3614,147.84
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,KIZ,Kikinonda ,-8.5284,147.931
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,KUP,Kupiano ,-10.0736,148.218
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,LNQ,Loani ,-10.5815,150.593
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,MAP,Mamai ,-10.2908,149.519
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,NDI,Namudi ,-9.47375,148.329
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,NDN,Nadunumu ,-9.14356,147.684
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,NOO,Naoro ,-9.25445,147.621
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,NWT,Nowata ,-9.98417,149.729
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,PAW,Pambwa ,-10.5833,151.083
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,PMN,Pumani ,-9.7469,149.477
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,POM,Jacksons International ,-9.44338,147.22
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,PPX,Param ,-9.99,149.477
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,RAX,Oram ,-9.63292,148.048
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,RBP,Rabaraba ,-9.97111,149.832
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,RNR,Robinson River ,-10.171,148.823
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,SFU,Safia ,-9.59306,148.636
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,SGJ,Sagarai ,-10.3833,149.833
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,SIL,Sila ,-9.07356,148.389
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,SQT,China Strait Airstrip,-10.5628,150.691
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,SUZ,Suria ,-9.032,147.45
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,TDB,Tetebedi ,-9.1586,148.069
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,URU,Uroubi ,-9.5162,148.559
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,UUU,Manumu ,-9.0746,147.574
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,WED,Wedau ,-10.0954,150.083
PG,National Capital District (Port Moresby),Papua New Guinea,巴布亞紐幾內亞,XBN,Biniguni ,-9.6425,149.304
PG,New Ireland,Papua New Guinea,巴布亞紐幾內亞,ATN,Namatanai ,-3.6695,152.438
PG,New Ireland,Papua New Guinea,巴布亞紐幾內亞,EMI,Emirau ,-1.65395,149.976
PG,New Ireland,Papua New Guinea,巴布亞紐幾內亞,KVG,Kavieng ,-2.5794,150.808
PG,New Ireland,Papua New Guinea,巴布亞紐幾內亞,LNV,Lihir Island ,-3.04361,152.629
PG,New Ireland,Papua New Guinea,巴布亞紐幾內亞,MPU,Mabua Airstrip,-2.81139,151.991
PG,New Ireland,Papua New Guinea,巴布亞紐幾內亞,MWU,Mussau Island ,-1.5,149.667
PG,New Ireland,Papua New Guinea,巴布亞紐幾內亞,NIS,Simberi ,-2.66222,151.998
PG,New Ireland,Papua New Guinea,巴布亞紐幾內亞,PUA,Puas ,-2.395,150.236
PG,New Ireland,Papua New Guinea,巴布亞紐幾內亞,TIG,Tingwon ,-2.6053,149.711
PG,New Ireland,Papua New Guinea,巴布亞紐幾內亞,TSK,Taskul ,-2.546,150.455
PG,Northern,Papua New Guinea,巴布亞紐幾內亞,AGL,Wanigela ,-9.3375,149.156
PG,Northern,Papua New Guinea,巴布亞紐幾內亞,ITK,Itokama ,-9.20153,148.264
PG,Northern,Papua New Guinea,巴布亞紐幾內亞,KKD,Kokoda ,-8.88468,147.731
PG,Northern,Papua New Guinea,巴布亞紐幾內亞,PNP,Girua ,-8.80454,148.309
PG,Northern,Papua New Guinea,巴布亞紐幾內亞,TFI,Tufi ,-9.07595,149.32
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,AGK,Kagua ,-6.39639,143.854
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,APR,April River ,-4.67667,142.54
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,AUJ,Ambunti ,-4.21567,142.823
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,BMZ,Bamu ,-7.8485,143.243
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,ERE,Erave ,-6.60646,143.9
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,HBD,Habi ,-6.32,142.489
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,HIT,Haivaro ,-6.9406,143.059
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,HYF,Hayfields ,-3.69838,143.058
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,KAK,Kar ,-6.23333,143.483
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,KCJ,Komaio ,-7.2714,143.595
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,KDE,Koroba ,-5.6952,142.744
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,KDP,Kandep ,-5.84061,143.507
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,KII,Kibuli ,-9.00653,142.698
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,KOM,Komo-Manda ,-6.0682,142.86
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,KPA,Kopiago ,-5.3883,142.498
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,KPF,Kondubol ,-8.5336,142.505
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,KPL,Kapal ,-8.63018,142.824
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,KUQ,Kuri ,-7.13508,143.276
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,KWO,Kawito ,-7.97701,142.824
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,KWX,Kiwai Island ,-8.6883,143.618
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,LGM,Laiagam ,-5.4923,143.488
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,MDU,Mendi ,-6.14774,143.657
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,MGG,Margarima ,-5.979,143.359
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,MPF,Mapoda ,-7.979,143.169
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,MQO,Malam ,-8.70917,142.65
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,MWI,Maramuni ,-5.13,143.483
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,MXH,Moro ,-6.36333,143.238
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,NPG,Nipa ,-6.1454,143.453
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,OPU,Balimo ,-8.05,142.933
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,PLE,Paiela ,-5.3725,142.976
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,PMP,Pimaga ,-6.49917,143.51
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,PUI,Pureni ,-5.8429,142.828
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,RGE,Porgera ,-5.4792,143.124
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,TCJ,Torembi ,-4.0165,143.133
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,TIZ,Tari ,-5.845,142.948
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,UPR,Upiara ,-8.5411,142.65
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,WAJ,Wawoi Falls ,-6.9523,142.656
PG,Southern Highlands,Papua New Guinea,巴布亞紐幾內亞,WSA,Wasua ,-8.2836,142.87
PG,West New Britain,Papua New Guinea,巴布亞紐幾內亞,ASZ,Asirim ,-6.00972,150.369
PG,West New Britain,Papua New Guinea,巴布亞紐幾內亞,BAA,Bialla ,-5.33056,151.008
PG,West New Britain,Papua New Guinea,巴布亞紐幾內亞,BAJ,Bali ,-4.88333,149.133
PG,West New Britain,Papua New Guinea,巴布亞紐幾內亞,CGC,Cape Gloucester ,-5.45896,148.432
