Country_code,Region_name,Country,Country (CN),IATA,Airport,Latitude,Longitude
AE,Abu Zaby,United Arab Emirates (UAE),阿拉伯聯合大公國,AAN,Al Ain International ,24.2617,55.6092
AE,Abu Zaby,United Arab Emirates (UAE),阿拉伯聯合大公國,AUH,Abu Dhabi International ,24.433,54.6511
AE,Abu Zaby,United Arab Emirates (UAE),阿拉伯聯合大公國,AYM,Yas Island Seaplane Base,24.467,54.6103
AE,Abu Zaby,United Arab Emirates (UAE),阿拉伯聯合大公國,AZI,Al Bateen Executive ,24.4283,54.4581
AE,Abu Zaby,United Arab Emirates (UAE),阿拉伯聯合大公國,DHF,Al Dhafra Air Base,24.2482,54.5477
AE,Abu Zaby,United Arab Emirates (UAE),阿拉伯聯合大公國,XSB,Sir Bani Yas ,24.2836,52.5803
AE,Abu Zaby,United Arab Emirates (UAE),阿拉伯聯合大公國,ZDY,Dalma ,24.51,52.3352
AE,Al Fujayrah,United Arab Emirates (UAE),阿拉伯聯合大公國,FJR,Fujairah International ,25.1122,56.324
AE,Ash Shariqah,United Arab Emirates (UAE),阿拉伯聯合大公國,SHJ,Sharjah International ,25.3286,55.5172
AE,Dubayy,United Arab Emirates (UAE),阿拉伯聯合大公國,DCG,Dubai Creek Seaplane Base,25.2422,55.3314
AE,Dubayy,United Arab Emirates (UAE),阿拉伯聯合大公國,DJH,Jebel Ali Seaplane Base,24.989,55.0238
AE,Dubayy,United Arab Emirates (UAE),阿拉伯聯合大公國,DWC,Al Maktoum International ,24.8964,55.1614
AE,Dubayy,United Arab Emirates (UAE),阿拉伯聯合大公國,DXB,Dubai International ,25.2528,55.3644
AE,Dubayy,United Arab Emirates (UAE),阿拉伯聯合大公國,NHD,Al Minhad Air Base,25.0268,55.3662
AE,Ra's al Khaymah,United Arab Emirates (UAE),阿拉伯聯合大公國,RHR,Al Hamra Seaplane Base,25.691,55.778
AE,Ra's al Khaymah,United Arab Emirates (UAE),阿拉伯聯合大公國,RKT,Ras Al Khaimah International ,25.6135,55.9388
AF,Badakhshan,Afghanistan,阿富汗,DAZ,Darwaz ,38.4611,70.8825
AF,Badakhshan,Afghanistan,阿富汗,FBD,Fayzabad ,37.1211,70.5181
AF,Badakhshan,Afghanistan,阿富汗,KUR,Razer ,37.752,-89.0154
AF,Badakhshan,Afghanistan,阿富汗,KWH,Khwahan ,37.883,70.217
AF,Badakhshan,Afghanistan,阿富汗,SGA,Sheghnan ,37.567,71.5
AF,Badghis,Afghanistan,阿富汗,LQN,Qala i Naw ,34.985,63.1178
AF,Balkh,Afghanistan,阿富汗,MZR,Mazar-e Sharif International ,36.7069,67.2097
AF,Bamyan,Afghanistan,阿富汗,BIN,Bamyan ,34.817,67.817
AF,Farah,Afghanistan,阿富汗,FAH,Farah ,32.367,62.183
AF,Faryab,Afghanistan,阿富汗,MMZ,Maymana ,35.9308,64.7609
AF,Ghazni,Afghanistan,阿富汗,GZI,Ghazni ,33.5312,68.4129
AF,Ghazni,Afghanistan,阿富汗,SBF,Sardeh Band ,33.3207,68.6365
AF,Ghor,Afghanistan,阿富汗,CCN,Chaghcharan ,34.5265,65.271
AF,Helmand,Afghanistan,阿富汗,BST,Bost ,31.5597,64.365
AF,Helmand,Afghanistan,阿富汗,DWR,Dwyer ,31,64
AF,Helmand,Afghanistan,阿富汗,OAZ,Camp Bastion Air Base,31.8638,64.2246
AF,Herat,Afghanistan,阿富汗,HEA,Herat International ,34.21,62.2283
AF,Herat,Afghanistan,阿富汗,OAH,Shindand Air Base,33.3913,62.261
AF,Herat,Afghanistan,阿富汗,ZAJ,Zaranj ,30.9722,61.8658
AF,Kabul,Afghanistan,阿富汗,GRG,Gardez ,33.6315,69.2394
AF,Kabul,Afghanistan,阿富汗,KBL,Kabul International ,34.5658,69.2131
AF,Kandahar,Afghanistan,阿富汗,KDH,Kandahar International ,31.5058,65.8478
AF,Kandahar,Afghanistan,阿富汗,TII,Tarinkot ,32.6042,65.8658
AF,Kandahar,Afghanistan,阿富汗,URZ,Uruzgan ,32.903,66.6309
AF,Khost,Afghanistan,阿富汗,KHT,Khost Airfield,33.3334,69.952
AF,Khost,Afghanistan,阿富汗,OLR,Forward Operating Base Salerno,33.3638,69.9561
AF,Kunduz,Afghanistan,阿富汗,UND,Kunduz ,36.6651,68.9108
AF,Logar,Afghanistan,阿富汗,OAA,Forward Operating Base Shank,33.9225,69.0772
AF,Nangarhar,Afghanistan,阿富汗,JAA,Jalalabad ,34.3998,70.4986
AF,Paktika,Afghanistan,阿富汗,OAS,Sharana Airstrip / Forward Operating Base Sharana,33.1258,68.8385
AF,Paktika,Afghanistan,阿富汗,URN,Urgun ,32.9318,69.1563
AF,Parwan,Afghanistan,阿富汗,OAI,Bagram Airfield,34.9461,69.265
AF,Takhar,Afghanistan,阿富汗,TQN,Taloqan ,36.7707,69.532
AG,Barbuda,Antigua and Barbuda,安地卡及巴布達,BBQ,Barbuda Codrington ,17.6358,-61.8286
AG,Saint George,Antigua and Barbuda,安地卡及巴布達,ANU,V. C. Bird International ,17.1367,-61.7927
AI,Anguilla,Anguilla,安圭拉,AXA,Clayton J. Lloyd International ,18.2048,-63.0551
AM,Erevan,Armenia,亞美尼亞,EVN,Zvartnots International ,40.1473,44.3959
AM,Sirak,Armenia,亞美尼亞,LWN,Gyumri Shirak ,40.7504,43.8593
AO,Bengo,Angola,安哥拉,AZZ,Ambriz ,-7.86222,13.1161
AO,Bengo,Angola,安哥拉,NBJ,Luanda Dr. Antonio Agostinho Neto Angola International ,-9.0491,13.5000
AO,Benguela,Angola,安哥拉,BUG,Benguela  (Gen. V. Deslandes ),-12.609,13.4037
AO,Benguela,Angola,安哥拉,CBT,Catumbela ,-12.4792,13.4869
AO,Benguela,Angola,安哥拉,LLT,Lobito ,-12.3757,13.561
AO,Bie,Angola,安哥拉,ANL,Andulo ,-11.4723,16.7109
AO,Bie,Angola,安哥拉,SVP,Kuito ,-12.4046,16.9474
AO,Cabinda,Angola,安哥拉,CAB,Cabinda ,-5.59699,12.1884
AO,Cunene,Angola,安哥拉,VPE,Ondjiva Pereira ,-17.0435,15.6838
AO,Cunene,Angola,安哥拉,XGN,Xangongo ,-16.7554,14.9653
AO,Huambo,Angola,安哥拉,NOV,Albano Machado ,-12.8089,15.7605
AO,Huila,Angola,安哥拉,JMB,Jamba ,-14.6982,16.0701
AO,Huila,Angola,安哥拉,SDD,Lubango Mukanka ,-14.9247,13.575
AO,Kuando Kubango,Angola,安哥拉,CTI,Cuito Cuanavale ,-15.1603,19.1561
AO,Kuando Kubango,Angola,安哥拉,DRC,Dirico ,-17.9819,20.7681
AO,Kuando Kubango,Angola,安哥拉,SPP,Menongue ,-14.6576,17.7198
AO,Kwanza Norte,Angola,安哥拉,NDF,N'dalatando ,-9.27519,14.9772
AO,Kwanza Sul,Angola,安哥拉,CEO,Waco Kungo ,-11.4264,15.1014
AO,Kwanza Sul,Angola,安哥拉,NDD,Sumbe ,-11.1679,13.8475
AO,Kwanza Sul,Angola,安哥拉,PBN,Porto Amboim ,-10.722,13.7655
AO,Luanda,Angola,安哥拉,LAD,Quatro de Fevereiro ,-8.85837,13.2312
AO,Lunda Norte,Angola,安哥拉,CFF,Cafunfo ,-8.78361,17.9897
AO,Lunda Norte,Angola,安哥拉,DUE,Dundo ,-7.40089,20.8185
AO,Lunda Norte,Angola,安哥拉,LBZ,Lucapa ,-8.44573,20.7321
AO,Lunda Norte,Angola,安哥拉,LZM,Cuango-Luzamba ,-9.11596,18.0493
AO,Lunda Norte,Angola,安哥拉,NZA,Nzagi ,-7.71694,21.3582
AO,Lunda Norte,Angola,安哥拉,PGI,Chitato ,-7.35889,20.8047
AO,Lunda Sul,Angola,安哥拉,VHC,Henrique de Carvalho ,-9.68907,20.4319
AO,Malange,Angola,安哥拉,KNP,Kapanda ,-9.76937,15.4553
AO,Malange,Angola,安哥拉,MEG,Malanje ,-9.52509,16.3124
AO,Moxico,Angola,安哥拉,CAV,Cazombo ,-11.8931,22.9164
AO,Moxico,Angola,安哥拉,CNZ,Cangamba ,-13.7106,19.8611
AO,Moxico,Angola,安哥拉,GGC,Lumbala N'guimbo ,-14.105,21.45
AO,Moxico,Angola,安哥拉,LUO,Luena ,-11.7681,19.8977
AO,Moxico,Angola,安哥拉,UAL,Luau ,-10.7158,22.2311
AO,Namibe,Angola,安哥拉,MSZ,Namibe  (Yuri Gagarin ),-15.2612,12.1468
AO,Uige,Angola,安哥拉,GXG,Negage ,-7.75451,15.2877
AO,Uige,Angola,安哥拉,UGO,Uige ,-7.60307,15.0278
AO,Zaire,Angola,安哥拉,ARZ,N'zeto ,-7.25944,12.8631
AO,Zaire,Angola,安哥拉,SSY,Mbanza Congo ,-6.2699,14.247
AO,Zaire,Angola,安哥拉,SZA,Soyo ,-6.14109,12.3718
AQ,Antarctica,Antarctica,南極洲,TNM,Teniente R. Marsh ,-62.1908,-58.9867
AR,Buenos Aires,Argentina,阿根廷,AEP,Aeroparque Internacional Jorge Newbery,-34.5589,-58.4164
AR,Buenos Aires,Argentina,阿根廷,BHI,Comandante Espora ,-38.725,-62.1693
AR,Buenos Aires,Argentina,阿根廷,CPG,Carmen de Patagones ,-40.7781,-62.9803
AR,Buenos Aires,Argentina,阿根廷,CSZ,Brigadier Hector Eduardo Ruiz ,-37.4461,-61.8893
AR,Buenos Aires,Argentina,阿根廷,EPA,El Palomar ,-34.6099,-58.6126
AR,Buenos Aires,Argentina,阿根廷,EZE,Ministro Pistarini International ,-34.8222,-58.5358
AR,Buenos Aires,Argentina,阿根廷,JNI,Junin ,-34.5459,-60.9306
AR,Buenos Aires,Argentina,阿根廷,LPG,La Plata ,-34.9722,-57.8947
AR,Buenos Aires,Argentina,阿根廷,MDQ,Astor Piazzolla International ,-37.9342,-57.5733
AR,Buenos Aires,Argentina,阿根廷,MJR,Miramar ,-38.2271,-57.8697
AR,Buenos Aires,Argentina,阿根廷,NEC,Necochea ,-38.4831,-58.8172
AR,Buenos Aires,Argentina,阿根廷,OVR,Olavarria ,-36.89,-60.2166
AR,Buenos Aires,Argentina,阿根廷,OYO,Tres Arroyos ,-38.3869,-60.3297
AR,Buenos Aires,Argentina,阿根廷,PEH,Comodoro Pedro Zanni ,-35.8446,-61.8576
AR,Buenos Aires,Argentina,阿根廷,SST,Santa Teresita ,-36.5423,-56.7218
AR,Buenos Aires,Argentina,阿根廷,TDL,Tandil ,-37.2374,-59.2279
AR,Buenos Aires,Argentina,阿根廷,VGS,General Villegas ,-35,-63
AR,Buenos Aires,Argentina,阿根廷,VLG,Villa Gesell ,-37.2354,-57.0292
AR,Catamarca,Argentina,阿根廷,CTC,Coronel Felipe Varela International ,-28.5956,-65.7517
AR,Chaco,Argentina,阿根廷,CNT,Charata ,-27.2164,-61.2103
AR,Chaco,Argentina,阿根廷,PRQ,Presidencia Roque Saenz Pena ,-26.7536,-60.4922
AR,Chaco,Argentina,阿根廷,RES,Resistencia International ,-27.45,-59.0561
AR,Chubut,Argentina,阿根廷,ARR,Alto Rio Senguer ,-45.0136,-70.8122
AR,Chubut,Argentina,阿根廷,CRD,General Enrique Mosconi International ,-45.7853,-67.4655
AR,Chubut,Argentina,阿根廷,EMX,El Maiten ,-42.0292,-71.1725
AR,Chubut,Argentina,阿根廷,EQS,Esquel ,-42.908,-71.1395
AR,Chubut,Argentina,阿根廷,JSM,Jose de San Martin ,-44.0486,-70.4589
AR,Chubut,Argentina,阿根廷,OLN,Lago Musters ,-45.5824,-68.9998
AR,Chubut,Argentina,阿根廷,PMY,El Tehuelche ,-42.7592,-65.1027
AR,Chubut,Argentina,阿根廷,REL,Almirante Marcos A. Zar ,-43.2105,-65.2703
AR,Chubut,Argentina,阿根廷,ROY,Rio Mayo ,-45.7039,-70.2456
AR,Cordoba,Argentina,阿根廷,COR,Ingeniero Aeronautico Ambrosio L.V. Taravella International  (Pajas Blancas),-31.3236,-64.208
AR,Cordoba,Argentina,阿根廷,LCM,La Cumbre ,-31.0058,-64.5319
AR,Cordoba,Argentina,阿根廷,RCU,Las Higueras ,-33.0851,-64.2613
AR,Cordoba,Argentina,阿根廷,VDR,Villa Dolores ,-31.9452,-65.1463
AR,Corrientes,Argentina,阿根廷,AOL,Paso de los Libres ,-29.6894,-57.1521
AR,Corrientes,Argentina,阿根廷,CNQ,Doctor Fernando Piragine Niveyro International ,-27.4455,-58.7619
AR,Corrientes,Argentina,阿根廷,MCS,Monte Caseros ,-30.2719,-57.6402
AR,Corrientes,Argentina,阿根廷,MDX,Mercedes ,-29.2214,-58.0878
AR,Corrientes,Argentina,阿根廷,OYA,Goya ,-29.1058,-59.2189
AR,Corrientes,Argentina,阿根廷,UZU,Curuzu Cuatia ,-29.7706,-57.9789
AR,Entre Rios,Argentina,阿根廷,COC,Comodoro Pierrestegui ,-31.2969,-57.9966
AR,Entre Rios,Argentina,阿根廷,GHU,Gualeguaychu ,-33.0103,-58.6131
AR,Entre Rios,Argentina,阿根廷,PRA,General Justo Jose de Urquiza ,-31.7948,-60.4804
AR,Formosa,Argentina,阿根廷,CLX,Clorinda ,-25.3036,-57.7344
AR,Formosa,Argentina,阿根廷,FMA,Formosa International  (El Pucu ),-26.2127,-58.2281
AR,Formosa,Argentina,阿根廷,LLS,Alferez Armando Rodriguez ,-24.7214,-60.5488
AR,Jujuy,Argentina,阿根廷,JUJ,Gobernador Horacio Guzman International ,-24.3928,-65.0978
AR,La Pampa,Argentina,阿根廷,GPO,General Pico ,-35.6962,-63.7583
AR,La Pampa,Argentina,阿根廷,RSA,Santa Rosa  (Argentina),-36.5883,-64.2757
AR,La Rioja,Argentina,阿根廷,IRJ,Capitan Vicente Almandos Almonacid ,-29.3816,-66.7958
AR,Mendoza,Argentina,阿根廷,AFA,San Rafael  (Argentina),-34.5883,-68.4039
AR,Mendoza,Argentina,阿根廷,LGS,Comodoro D. Ricardo Salomon ,-35.4936,-69.5743
AR,Mendoza,Argentina,阿根廷,MDZ,Gov. Francisco Gabrielli International  (El Plumerillo),-32.8317,-68.7929
AR,Misiones,Argentina,阿根廷,ELO,Eldorado ,-26.3975,-54.5747
AR,Misiones,Argentina,阿根廷,IGR,Cataratas del Iguazu International ,-25.7373,-54.4734
AR,Misiones,Argentina,阿根廷,PSS,Libertador General Jose de San Martin ,-27.3858,-55.9707
AR,Neuquen,Argentina,阿根廷,APZ,Zapala ,-38.9755,-70.1136
AR,Neuquen,Argentina,阿根廷,CPC,Aviador Carlos Campos ,-40.0754,-71.1373
AR,Neuquen,Argentina,阿根廷,CUT,Cutral Co ,-38.9397,-69.2646
AR,Neuquen,Argentina,阿根廷,CVH,Caviahue ,-37.8514,-71.0092
AR,Neuquen,Argentina,阿根廷,HOS,Chos Malal ,-37.4447,-70.2225
AR,Neuquen,Argentina,阿根廷,LCP,Loncopue ,-38.0819,-70.6439
AR,Neuquen,Argentina,阿根廷,NQN,Presidente Peron International Air,-38.949,-68.1557
AR,Neuquen,Argentina,阿根廷,RDS,Rincon de los Sauces ,-37.3906,-68.9042
AR,Rio Negro,Argentina,阿根廷,BRC,San Carlos de Bariloche ,-41.1512,-71.1575
AR,Rio Negro,Argentina,阿根廷,CCT,Colonia Catriel ,-37.9102,-67.835
AR,Rio Negro,Argentina,阿根廷,EHL,El Bolson ,-41.9432,-71.5323
AR,Rio Negro,Argentina,阿根廷,GNR,Dr. Arturo Umberto Illia ,-39.0007,-67.6205
AR,Rio Negro,Argentina,阿根廷,IGB,Ingeniero Jacobacci  (Capitan FAA H. R. Borden ),-41.3209,-69.5749
AR,Rio Negro,Argentina,阿根廷,LMD,Los Menucos ,-40.8177,-68.0747
AR,Rio Negro,Argentina,阿根廷,MQD,Maquinchao ,-41.2431,-68.7078
AR,Rio Negro,Argentina,阿根廷,OES,Antoine de Saint Exupery ,-40.7512,-65.0343
AR,Rio Negro,Argentina,阿根廷,SGV,Sierra Grande ,-41.5917,-65.3394
AR,Rio Negro,Argentina,阿根廷,VCF,Valcheta ,-40.7,-66.15
AR,Rio Negro,Argentina,阿根廷,VDM,Gobernador Edgardo Castello ,-40.8692,-63.0004
AR,Salta,Argentina,阿根廷,ORA,Oran Air,-23.1528,-64.3292
AR,Salta,Argentina,阿根廷,SLA,Martin Miguel de Guemes International ,-24.856,-65.4862
AR,Salta,Argentina,阿根廷,TTG,Tartagal ,-22.6196,-63.7937
AR,San Juan,Argentina,阿根廷,UAQ,Domingo Faustino Sarmiento ,-31.5715,-68.4182
AR,San Luis,Argentina,阿根廷,LUQ,Brigadier Mayor Cesar Raul Ojeda ,-33.2732,-66.3564
AR,San Luis,Argentina,阿根廷,RLO,Valle del Conlara ,-32.3847,-65.1865
AR,San Luis,Argentina,阿根廷,VME,Villa Reynolds ,-33.7299,-65.3874
AR,Santa Cruz,Argentina,阿根廷,CVI,Caleta Olivia ,-46.4318,-67.5186
AR,Santa Cruz,Argentina,阿根廷,FTE,Comandante Armando Tola International ,-50.2803,-72.0531
AR,Santa Cruz,Argentina,阿根廷,GGS,Gobernador Gregores ,-48.7831,-70.15
AR,Santa Cruz,Argentina,阿根廷,LHS,Las Heras ,-46.5383,-68.9653
AR,Santa Cruz,Argentina,阿根廷,PMQ,Perito Moreno ,-46.5379,-70.9787
AR,Santa Cruz,Argentina,阿根廷,PUD,Puerto Deseado ,-47.7353,-65.9041
AR,Santa Cruz,Argentina,阿根廷,RGL,Piloto Civil Norberto Fernandez International ,-51.6089,-69.3126
AR,Santa Cruz,Argentina,阿根廷,RYO,Rio Turbio ,-51.605,-72.2203
AR,Santa Cruz,Argentina,阿根廷,RZA,Santa Cruz  (Argentina),-50.0165,-68.5792
AR,Santa Cruz,Argentina,阿根廷,ULA,Capitan Jose Daniel Vazquez ,-49.3068,-67.8026
AR,Santa Fe,Argentina,阿根廷,CRR,Ceres ,-29.8723,-61.9279
AR,Santa Fe,Argentina,阿根廷,NCJ,Sunchales ,-30.9575,-61.5283
AR,Santa Fe,Argentina,阿根廷,RAF,Rafaela ,-31.2825,-61.5017
AR,Santa Fe,Argentina,阿根廷,RCQ,Reconquista ,-29.2103,-59.68
AR,Santa Fe,Argentina,阿根廷,ROS,Rosario - Islas Malvinas International ,-32.9036,-60.785
AR,Santa Fe,Argentina,阿根廷,SFN,Sauce Viejo ,-31.7117,-60.8117
AR,Santiago del Estero,Argentina,阿根廷,RHD,Termas de Rio Hondo ,-27.4966,-64.936
AR,Santiago del Estero,Argentina,阿根廷,SDE,Vicecomodoro Angel de la Paz Aragones ,-27.7656,-64.31
AR,Tierra del Fuego,Argentina,阿根廷,RGA,Hermes Quijada International ,-53.7777,-67.7494
AR,Tierra del Fuego,Argentina,阿根廷,USH,Ushuaia - Malvinas Argentinas International ,-54.8433,-68.2958
AR,Tucuman,Argentina,阿根廷,TUC,Teniente General Benjamin Matienzo International ,-26.8409,-65.1049
AS,Eastern District,American Samoa,美屬薩摩亞,OFU,Ofu ,-14.1844,-169.67
AS,Eastern District,American Samoa,美屬薩摩亞,PPG,Pago Pago International ,-14.331,-170.71
AS,Eastern District,American Samoa,美屬薩摩亞,TAV,Tau ,-14.2292,-169.511
AT,Karnten,Austria,奧地利,KLU,Klagenfurt ,46.6425,14.3377
AT,Niederosterreich,Austria,奧地利,VIE,Vienna International ,48.1103,16.5697
AT,Oberosterreich,Austria,奧地利,LNZ,Linz  (Blue Danube ),48.2332,14.1875
AT,Salzburg,Austria,奧地利,SZG,Salzburg ,47.7933,13.0043
AT,Steiermark,Austria,奧地利,GRZ,Graz ,46.9911,15.4396
AT,Tirol,Austria,奧地利,INN,Innsbruck  (Kranebitten ),47.2602,11.344
AT,Vorarlberg,Austria,奧地利,HOH,Hohenems-Dornbirn ,47.385,9.7
AU,Australian Capital Territory,Australia,澳大利亞,CBR,Canberra ,-35.3069,149.195
AU,New South Wales,Australia,澳大利亞,ABX,Albury ,-36.0678,146.958
AU,New South Wales,Australia,澳大利亞,ARM,Armidale ,-30.5281,151.617
AU,New South Wales,Australia,澳大利亞,BEO,Lake Macquarie  (Belmont ),-33.0667,151.648
AU,New South Wales,Australia,澳大利亞,BHQ,Broken Hill ,-32.0014,141.472
AU,New South Wales,Australia,澳大利亞,BHS,Bathurst ,-33.4094,149.652
AU,New South Wales,Australia,澳大利亞,BNK,Ballina Byron Gateway ,-28.8339,153.562
AU,New South Wales,Australia,澳大利亞,BRK,Bourke ,-30.0392,145.952
AU,New South Wales,Australia,澳大利亞,BWQ,Brewarrina ,-29.9739,146.817
AU,New South Wales,Australia,澳大利亞,BWU,Bankstown ,-33.9244,150.988
AU,New South Wales,Australia,澳大利亞,BZD,Balranald ,-34.6236,143.578
AU,New South Wales,Australia,澳大利亞,CAZ,Cobar ,-31.5383,145.794
AU,New South Wales,Australia,澳大利亞,CBX,Condobolin ,-33.0644,147.209
AU,New South Wales,Australia,澳大利亞,CDU,Camden ,-34.0403,150.687
AU,New South Wales,Australia,澳大利亞,CES,Cessnock ,-32.7875,151.342
AU,New South Wales,Australia,澳大利亞,CFS,Coffs Harbour ,-30.3206,153.116
AU,New South Wales,Australia,澳大利亞,CLH,Coolah ,-31.7733,149.61
AU,New South Wales,Australia,澳大利亞,CMD,Cootamundra ,-34.6239,148.028
AU,New South Wales,Australia,澳大利亞,CNB,Coonamble ,-30.9833,148.376
AU,New South Wales,Australia,澳大利亞,COJ,Coonabarabran ,-31.3325,149.267
AU,New South Wales,Australia,澳大利亞,CRB,Collarenebri ,-29.5217,148.582
AU,New South Wales,Australia,澳大利亞,CSI,Casino ,-28.8828,153.067
AU,New South Wales,Australia,澳大利亞,CUG,Cudal ,-33.2783,148.763
AU,New South Wales,Australia,澳大利亞,CWT,Cowra ,-33.8447,148.649
AU,New South Wales,Australia,澳大利亞,CWW,Corowa ,-35.9947,146.357
AU,New South Wales,Australia,澳大利亞,DBO,Dubbo City Regional ,-32.2167,148.575
AU,New South Wales,Australia,澳大利亞,DGE,Mudgee ,-32.5625,149.611
AU,New South Wales,Australia,澳大利亞,DNQ,Deniliquin ,-35.5594,144.946
AU,New South Wales,Australia,澳大利亞,EVH,Evans Head Memorial Aerodrome,-29.0933,153.42
AU,New South Wales,Australia,澳大利亞,FLY,Finley ,-35.6667,145.55
AU,New South Wales,Australia,澳大利亞,FOT,Forster (Wallis Island) ,-32.2042,152.479
AU,New South Wales,Australia,澳大利亞,FRB,Forbes ,-33.3636,147.935
AU,New South Wales,Australia,澳大利亞,GFE,Grenfell ,-34,148.133
AU,New South Wales,Australia,澳大利亞,GFF,Griffith ,-34.2508,146.067
AU,New South Wales,Australia,澳大利亞,GFN,Clarence Valley Regional ,-29.7594,153.03
AU,New South Wales,Australia,澳大利亞,GLI,Glen Innes ,-29.675,151.689
AU,New South Wales,Australia,澳大利亞,GOS,Somersby Airfield,-33.3678,151.3
AU,New South Wales,Australia,澳大利亞,GUH,Gunnedah ,-30.9611,150.251
AU,New South Wales,Australia,澳大利亞,GUL,Goulburn ,-34.8103,149.726
AU,New South Wales,Australia,澳大利亞,HXX,Hay ,-34.5314,144.83
AU,New South Wales,Australia,澳大利亞,IVR,Inverell ,-29.8883,151.144
AU,New South Wales,Australia,澳大利亞,KPS,Kempsey ,-31.0744,152.77
AU,New South Wales,Australia,澳大利亞,LBH,Palm Beach Water ,-33.5871,151.323
AU,New South Wales,Australia,澳大利亞,LDH,Lord Howe Island ,-31.5383,159.077
AU,New South Wales,Australia,澳大利亞,LHG,Lightning Ridge ,-29.4567,147.984
AU,New South Wales,Australia,澳大利亞,LSY,Lismore ,-28.8303,153.26
AU,New South Wales,Australia,澳大利亞,MIM,Merimbula ,-36.9086,149.901
AU,New South Wales,Australia,澳大利亞,MRZ,Moree ,-29.4989,149.845
AU,New South Wales,Australia,澳大利亞,MTL,Maitland ,-32.7013,151.493
AU,New South Wales,Australia,澳大利亞,MVH,Macksville ,-30.7,152.917
AU,New South Wales,Australia,澳大利亞,MYA,Moruya ,-35.8978,150.144
AU,New South Wales,Australia,澳大利亞,NAA,Narrabri ,-30.3192,149.827
AU,New South Wales,Australia,澳大利亞,NBH,Nambucca Heads ,-30.65,153
AU,New South Wales,Australia,澳大利亞,NGA,Young ,-34.2556,148.248
AU,New South Wales,Australia,澳大利亞,NOA,NAS Nowra,-34.9489,150.537
AU,New South Wales,Australia,澳大利亞,NRA,Narrandera ,-34.7022,146.512
AU,New South Wales,Australia,澳大利亞,NSO,Scone ,-32.0372,150.832
AU,New South Wales,Australia,澳大利亞,NTL,Newcastle  / RAAF Base Williamtown,-32.795,151.834
AU,New South Wales,Australia,澳大利亞,NYN,Nyngan ,-31.5511,147.203
AU,New South Wales,Australia,澳大利亞,OAG,Orange ,-33.3817,149.133
AU,New South Wales,Australia,澳大利亞,OOM,Cooma-Snowy Mountains ,-36.3006,148.974
AU,New South Wales,Australia,澳大利亞,PKE,Parkes ,-33.1314,148.239
AU,New South Wales,Australia,澳大利亞,PQQ,Port Macquarie ,-31.4358,152.863
AU,New South Wales,Australia,澳大利亞,RSE,Rose Bay Water ,-33.869,151.262
AU,New South Wales,Australia,澳大利亞,SIX,Singleton ,-32.6008,151.193
AU,New South Wales,Australia,澳大利亞,SYD,Sydney  (Kingsford Smith ),-33.9461,151.177
AU,New South Wales,Australia,澳大利亞,TCW,Tocumwal ,-35.8117,145.608
AU,New South Wales,Australia,澳大利亞,TEM,Temora ,-34.4214,147.512
AU,New South Wales,Australia,澳大利亞,TMW,Tamworth Regional ,-31.0839,150.847
AU,New South Wales,Australia,澳大利亞,TRO,Taree ,-31.8886,152.514
AU,New South Wales,Australia,澳大利亞,TUM,Tumut ,-35.2628,148.241
AU,New South Wales,Australia,澳大利亞,TYB,Tibooburra ,-29.4511,142.058
AU,New South Wales,Australia,澳大利亞,UIR,Quirindi ,-31.4906,150.514
AU,New South Wales,Australia,澳大利亞,WAU,Wauchope ,-20.6406,134.215
AU,New South Wales,Australia,澳大利亞,WEW,Wee Waa ,-30.2583,149.408
AU,New South Wales,Australia,澳大利亞,WGA,Wagga Wagga ,-35.1653,147.466
AU,New South Wales,Australia,澳大利亞,WGE,Walgett ,-30.0328,148.126
AU,New South Wales,Australia,澳大利亞,WIO,Wilcannia ,-31.5264,143.375
AU,New South Wales,Australia,澳大利亞,WLC,Walcha ,-31,151.567
AU,New South Wales,Australia,澳大利亞,WOL,Illawarra Regional ,-34.5611,150.789
AU,New South Wales,Australia,澳大利亞,WWY,West Wyalong ,-33.9372,147.191
AU,New South Wales,Australia,澳大利亞,XRH,RAAF Base Richmond,-33.6006,150.781
AU,Northern Territory,Australia,澳大利亞,AMX,Ammaroo ,-21.7383,135.242
AU,Northern Territory,Australia,澳大利亞,ANZ,Angus Downs ,-25.0325,132.275
AU,Northern Territory,Australia,澳大利亞,ASP,Alice Springs ,-23.8067,133.902
AU,Northern Territory,Australia,澳大利亞,AVG,Auvergne ,-15.7,130
AU,Northern Territory,Australia,澳大利亞,AWP,Austral Downs ,-20.5,137.75
AU,Northern Territory,Australia,澳大利亞,AXL,Alexandria Homestead ,-19.0602,136.71
AU,Northern Territory,Australia,澳大利亞,AYD,Alroy Downs ,-19.2908,136.079
AU,Northern Territory,Australia,澳大利亞,AYL,Anthony Lagoon ,-18.0181,135.535
AU,Northern Territory,Australia,澳大利亞,AYQ,Ayers Rock ,-25.1861,130.976
AU,Northern Territory,Australia,澳大利亞,BCZ,Bickerton Island ,-13.7808,136.202
AU,Northern Territory,Australia,澳大利亞,BOX,Borroloola ,-16.0753,136.302
AU,Northern Territory,Australia,澳大利亞,BRT,Bathurst Island ,-11.7692,130.62
AU,Northern Territory,Australia,澳大利亞,BTD,Brunette Downs ,-18.64,135.938
AU,Northern Territory,Australia,澳大利亞,BYX,Baniyala ,-13.1981,136.227
